name,line,dialogue_clean
House," No news, then. How's Cameron?",news cameron
House," Sure. Let's start with her, and move on to all the other Camerons we know.",sure let start move camerons know
House, I can understand how the question would surprise you. I don't quite get how it would confuse you.,understand question would surprise quite get would confuse
House, Why do you want to know why I want to know?,want know want know
House," Me, too.",
House, I'm the most curious Man in the world.,curious man world
House," Well, then, this must not be trivial. How is Cameron handling Everything? [They're at the doors of the clinic.]",well must trivial cameron handling everything
House," Great, glad we talked.",great glad talked
House," Your husband is definitely the source of your ""mono""ù.",husband definitely source mono ù
House, Sometimes the best gift is the gift of nEver seeing you again.,sometimes best gift gift never seeing
House, No.,
House, No.,
House, That would be no.,would
House, They all gone?,gone
House, You look tired.,look tired
House, It's no wonder. You've had a hard time the last couple of days.,wonder hard time last couple days
House," Not like you. [pause] Anyone who's that awkward either has no experience around death or too much, and I'm pretty sure it's not the former. [Cameron starts to put on her coat.] Chase told me about that idea you had: the parents holding the baby. Where'd you get that? Did you lose someone? Did you lose a baby?",like anyone awkward either experience around death much pretty sure former chase told idea parents holding baby get lose someone lose baby
House, I'm in the haystack.,haystack
House, Right.,right
House," Enteroviruses are spread by huMans. Fecal, oral! could be respiratory secretions, though.",enteroviruses spread humans fecal oral could respiratory secretions though
House, That won't do it.,
House," The shedder, whoEver he is, is so virulent, Cuddy must have noticed him.",shedder whoever virulent cuddy must noticed
House, And the babies didn't share any common personnel. That's what's weird.,babies share common personnel weird
House, I'm performing a delivery.,performing delivery
House," Patient whose prenatal care I've been handling. Just checking her out a couple of minutes ago. Of course, I'll need one of you two guys to supervise.",patient whose prenatal care handling checking couple minutes ago course need one two guys supervise
House, Late March.,late march
House, Thank God these chairs are comfortable.,thank god chairs comfortable
House, We are condemned to useless labor. [House has a giant stack of charts next to him.],condemned useless labor
House, Writing down what we already know to be read by nobody. Pretty sure Dante would agree that qualifies as useless.,writing already know read nobody pretty sure dante would agree qualifies useless
House, Oops. I missed.,oops missed
House, Could an eight-year-old do this? [He makes a face. Wilson smiles.],could eight year old
House," Yeah, but see, see, I'm off at twelve and it's already five of.",yeah see see twelve already five
House, Melancholy without hope. Which circle is that?,melancholy without hope circle
House, Hi. I'm Dr. House. What seems to be the pRoblem?,hi dr house seems problem
House, You must be all the talk around the holy water cooler. You been washing a lot of dishes recently?,must talk around holy water cooler washing lot dishes recently
House, Anything new in the kitchen?,anything new kitchen
House," Should have spent your time saving souls, it's easier on the hands. This is contact dermatitis; you're allergic to dish soap.",spent time saving souls easier hands contact dermatitis allergic dish soap
House," I've been a doctor for years. Why do I have to keep assuring people that I know what I'm doing? A person can become allergic to substances that they've had repeated and prolonged exposure to. The good news is: free samples. Diphenhydramine. It's an antihistamine. It'll stop the allergic reaction. Take one Every eight hours, it might make you feel a little sleepy. And get some of that over-the-counter cortisone cream.",doctor years keep assuring people know person become allergic substances repeated prolonged exposure good news free samples diphenhydramine antihistamine stop allergic reaction take one every eight hours might make feel little sleepy get counter cortisone cream
House, You want some water? [He hands her the pills.],want water
House," Well, you just relax for a few minutes. That stuff works pretty fast. [He leaves. The other sisters help Augustine take the medication with her thermos of tea. House to the clinic main desk and throws the chart down on the pile of other ones.]",well relax minutes stuff works pretty fast
House, How do you solve a pRoblem like dermatitis?,solve problem like dermatitis
House, I don't know. She's certainly looking at me.,know certainly looking
House, And you don't? Then you're wearing an awfully funny hat.,wearing awfully funny hat
House," Lift up your Parkn. [He listens to her breathing.] Sister, you're having an asthma attack. I need you to relax. [to Eucharist] Roll up her sleEve, please. [He grabs a syringe from the cabinet.] I'm giving you epinephrine, it'll open your lungs and help you breathe. [He sticks the needle in her arm, CGI shot of the bloodstream going to her lungs, and the airways opening.]",lift parkn sister asthma attack need relax roll sleeve please giving epinephrine open lungs help breathe
House, Did she take the pill?,take pill
House, It's pRobably an allergic reaction.,probably allergic reaction
House, You figure somebody's out to get her? How're you feeling?,figure somebody get feeling
House, I'll put you on some steroids instead.,put steroids instead
House," It's called adrenaline, it makes your heart beat fast. [He feels her pulse.] But not this fast. [to the others] Get a nurse, please. Lie back.",called adrenaline makes heart beat fast fast get nurse please lie back
House," Somebody get in here! [A tech comes in.] Call a code and charge up a defibrillator. She's got no pulse. [The tech runs out, House starts chest compressions.]",somebody get call code charge defibrillator got pulse
House," 0.1 cc. That is the standard dose, that is what I gave her.",cc standard dose gave
House, She must have a pre-existing heart condition that got exacerbated by the epinephrine.,must pre existing heart condition got exacerbated epinephrine
House, I can make it up right now.,make right
House, But I didn't.,
House," Relax, they're not going to sue. Worse they'd do is whack my hand with a ruler.",relax going sue worse whack hand ruler
House, You're going to report me?,going report
House," Uh, how 'bout not report me?",uh bout report
House, It's not allergic. Allergies don't cause cardiac arrest like this. Could be inflammation of the blood vessels.,allergic allergies cause cardiac arrest like could inflammation blood vessels
House," Churg-Strauss vasculitis would. Blood vessels of the heart, lungs and skin become inflamed causing the asthma, rash and heart pRoblems. Covers all her symptoms. [They reach the diagnostic office.]",churg strauss vasculitis would blood vessels heart lungs skin become inflamed causing asthma rash heart problems covers symptoms
House, What the hell are those?,hell
House, Candy canes? Are you mocking me?,candy canes mocking
House, Relax. It's a joke.,relax joke
House, Then I'd definitely suggest treatment.,definitely suggest treatment
House, [pouring coffee] Saying you wouldn't say it was my mistake is saying it was my mistake.,saying say mistake saying mistake
House," I didn't screw up. [Foreman shakes his head.] Order a chest CT and start the sister on prednisone, 40 mg. TID.",screw order chest ct start sister prednisone mg tid
House," Oh, didn't I mention? The Patient's a nun. Sister Augustine.",oh mention patient nun sister augustine
House, [thinks a little] Who doesn't?,
House, If Cuddy thinks I made a mistake the least she could do is suspend me from clinic duty.,cuddy thinks made mistake least could suspend clinic duty
House," Oh, here we go. Lesson time. I recognize that confidence is not my short suit. I also recognize that I am huMan and capable of error.",oh go lesson time recognize confidence short suit also recognize human capable error
House, No.,
House, Good point. Maybe there isn't one. Maybe that's my error.,good point maybe one maybe error
House," Most people don't like to listen, so what's wrong with you? [He leaves Wilson standing in the clinic.]",people like listen wrong
House, Let me guess! inflammatory bowel.,let guess inflammatory bowel
House," Yes. It's also written on your chart. Bloody diarrhea, gas, pain! took sulfasalazine, but it didn't work ""ì",yes also written chart bloody diarrhea gas pain took sulfasalazine work
House," Next tried steroid enemas, oral corticosteroids, 5ASAs, 6 mercaptopurine! I'm impressed.",next tried steroid enemas oral corticosteroids asas mercaptopurine impressed
House, By how well your last doctor charted.,well last doctor charted
House," Not likely. I'm giving you a prescription. It's cheap, which is good because your insurance company won't pay for it. [He gives Santa a prescription, who puts on his glasses to read it.]",likely giving prescription cheap good insurance company pay
House," Cigarettes. One twice a day, no more, no less. Studies have shown that cigarette smoking is one of the most effective ways to control inflammatory bowel, plus it's been established that you look 30% cooler.",cigarettes one twice day less studies shown cigarette smoking one effective ways control inflammatory bowel plus established look cooler
House," About the looking cooler, yeah. The rest is true.",looking cooler yeah rest true
House, Pretty much all the drugs I prescribe are addictive and dangerous. The difference with this one is that it's completely legal. [He turns to leave.] Merry Christmas.,pretty much drugs prescribe addictive dangerous difference one completely legal merry christmas
House, So what's that tell us?,tell us
House," Yeah, but! hey. I'm think that's a trick question.",yeah hey think trick question
House, In ten seconds I'm gonna announce that I gave her the wrong dose in the clinic.,ten seconds gonna announce gave wrong dose clinic
House," Unless you leave the room. If you stay you'll have to testify. [Cuddy stays put.] Five, four, three, two!. So, there I was in the clinic, drunk. I open the drawer, close my eyes, take the first syringe I can find ""ì [the ducklings smile, Cuddy leaves] So, what are the options for compromised immune system?",unless leave room stay testify five four three two clinic drunk open drawer close eyes take first syringe find options compromised immune system
House," On the other hand, it explains the symptoms. Swollen hands, pulmonary pRoblems, cardiac pRoblems ""ì it all fits.",hand explains symptoms swollen hands pulmonary problems cardiac problems fits
House, So redraw the blood.,redraw blood
House, Then we'll treat it with something that modulates the immune system but doesn't suppress it. Hyperbaric oxygen chAmber.,treat something modulates immune system suppress hyperbaric oxygen chamber
House," Oh, you people. Always with the protocols. [small pause] Prep the nun and discontinue the prednisone. [He begins to erase the whiteboard and continues to talk to Foreman as the others leave.] I am both amused and annoyed that you think I should be less stubborn than you are.",oh people always protocols prep nun discontinue prednisone amused annoyed think less stubborn
House," The one that starts: First, do no harm, then goes on to tell us no abortions, no seductions, and definitely no cutting of those who labor beneath the stone. Yeah, took a read once, wasn't impressed.",one starts first harm goes tell us abortions seductions definitely cutting labor beneath stone yeah took read impressed
House," Every treatment has its dangers ""ì",every treatment dangers
House," I'm convinced. You're not. Question is, what are you going to do about it? Hmm?",convinced question going hmm
House," House of prayer, huh. That explains the good reception. Also why nobody's Ever here.",house prayer huh explains good reception also nobody ever
House, I thought that was a job requirement for you people.,thought job requirement people
House," [turns off TV] So, you're warning me that I may be treating a non-existent ailment",warning may treating non existent ailment
House, That must make you angry. [eats a piece of chocolate],must make angry
House, [offers the chocolate] Want some?,want
House," I guess you've got to be good at reading people to be a good infirmarian, huh.",guess got good reading people good infirmarian huh
House," So, we've got pride, anger, envy, gluttony!. That's four out of sEven deadly sins in two minutes. Do you people keep records of these things? Is there a Cathlympics?",got pride anger envy gluttony four seven deadly sins two minutes people keep records things cathlympics
House, They like to talk.,like talk
House," Yeah, that's pretty stupid.",yeah pretty stupid
House," And when things go wrong, I get hurt. I'm not tough, I'm vulnerable.",things go wrong get hurt tough vulnerable
House," You know, from the way you're looking at me right now, I'd say you just hit number five: lust. [Eucharist hands House his candy bar and leaves. House pulls out his pocket TV.]",know way looking right say hit number five lust
House," Well, thanks for checking up on her. Good to know you've got my back.",well thanks checking good know got back
House, Irritation from the oxygen is typical.,irritation oxygen typical
House," That well just nEver runs dry, does it? If there was no underlying pRoblem, then why is she still having the rapid heartrate?",well never runs dry underlying problem still rapid heartrate
House," Her reaction is a symptom, not an error.",reaction symptom error
House," Yes, there is! And if this one doesn't work will find another.",yes one work find another
House," One that fits all the facts. Look, we obviously have a difference of opinion, and that's fine, but unfortunately I've used up all the time I've budgeted today for banging my head against a wall.",one fits facts look obviously difference opinion fine unfortunately used time budgeted today banging head wall
House, Came for my stethoscope.,came stethoscope
House," Okay, yeah. I'd like to clear my reputation.",okay yeah like clear reputation
House," [leaving the exam room] You know why they have ribbons for breast cancer, colorectal cancer, prostate cancer and not for lung cancer?",know ribbons breast cancer colorectal cancer prostate cancer lung cancer
House," It's because people blame lung cancer Patients. They smoked, they screwed up, they deserve to die. The reason people die from lung cancer is guilt. [He enters Cuddy's office where the records are kept.]",people blame lung cancer patients smoked screwed deserve die reason people die lung cancer guilt
House, You said that with great significance.,said great significance
House," I'm here because, if I'm right, Cuddy is killing that Patient.",right cuddy killing patient
House, Then she's saving her.,saving
House, But she's always with you in spirit. What do you know about the nun?,always spirit know nun
House," The cute one. I think she likes me. The sick one, obviously.",cute one think likes sick one obviously
House, What's she lying about?,lying
House," I always say that. And the old nun says the sick nun is a big fat nun liar. You know nuns, what do you think?",always say old nun says sick nun big fat nun liar know nuns think
House, You hate nuns. You can't hate someone if you don't know them.,hate nuns hate someone know
House," I have a theory on what makes good boys ""good""ù. It's not because of some moral imperative. Good boys have the fear of God put into them. Catholic Church specializes in that kind of training, to make good boys afraid of divine retribution so they will do what their daddies tell them, like, for example, going into medical school when it's the last thing they want to do. What do you think?",theory makes good boys good ù moral imperative good boys fear god put catholic church specializes kind training make good boys afraid divine retribution daddies tell like example going medical school last thing want think
House," Did you paint, or put in new carpets recently?",paint put new carpets recently
House, Any way she could have got access to drugs?,way could got access drugs
House, I've found that when you want to know the truth about someone that someone is pRobably the last person you should ask.,found want know truth someone someone probably last person ask
House, She ratted out her fellow sister pretty quickly. If I were you I'd have her repeat a year of nun school. [Nun chuckles.],ratted fellow sister pretty quickly repeat year nun school
House, Becoming a doctor doesn't make you a healer.,becoming doctor make healer
House," So, what is the sick one's drama?",sick one drama
House," Sure. Do all of you lie? It's a good strategy, simpler when you all tell the same lie, but she has not spent her entire life as a good Catholic. When she had a cardiac arrest I had to open her blouse to do CPR and I learned two things: nuns can have nice breasts, and she has a tattoo on her shoulder of a skunk. Now, maybe it's the Sacred Skunk of Joseph, but as far as I know, Catholic foster care and monasteries do not keep tattoo parlors in their refractories.",sure lie good strategy simpler tell lie spent entire life good catholic cardiac arrest open blouse cpr learned two things nuns nice breasts tattoo shoulder skunk maybe sacred skunk joseph far know catholic foster care monasteries keep tattoo parlors refractories
House," Is irrelevant to you, but it's relevant to me.",irrelevant relevant
House," It's not. [He takes a sip of tea, then looks at it.] This tea is delicious. Local herbs?",tea delicious local herbs
House," ""I'm going to do you the biggest favor one doctor can do another. I'm gonna stop you from killing your Patient.""ù It's figwort tea. Great for that little pick-me-up we're all looking for in the morning. Opens the lungs, increases the blood pressure, stimulates the heart. Unfortunately, if you then get injected with Even 0.1 cc of epinephrine: instant cardiac arrest. Still, what the hell, it tastes great.",going biggest favor one doctor another gonna stop killing patient ù figwort tea great little pick looking morning opens lungs increases blood pressure stimulates heart unfortunately get injected even cc epinephrine instant cardiac arrest still hell tastes great
House," Has been drinking it religiously, so to speak.",drinking religiously speak
House, All the rest of the symptoms can be explained by a sEvere long-term allergic reaction.,rest symptoms explained severe long term allergic reaction
House," Yes, she did. Well done. [Cameron smiles.] But your unwillingness to stick by your diagnosis almost killed this Woman. [No more smiles.] Take a lesson from Foreman: stand up for what you beliEve. Okay, let's go figure out how to save a nun. [He leaves.]",yes well done unwillingness stick diagnosis almost killed woman take lesson foreman stand believe okay let go figure save nun
House," Because it's been untreated for so long, it's gone from a simple watery eyes, scratchy throat allergy to a whopping I'm-gonna-kick-your-ass allergy, compromising her immune system, diminishing her ability to heal and breaking down her organs systems. So, what's the source?",untreated long gone simple watery eyes scratchy throat allergy whopping gonna kick ass allergy compromising immune system diminishing ability heal breaking organs systems source
House," No, symptoms persisted days after the dishwashing episode. It's gotta be something she's been exposed to here in the hospital as well as the monastery.",symptoms persisted days dishwashing episode gotta something exposed hospital well monastery
House," Could be, but it's not definitive.",could definitive
House, Okay. And we'll gradually introduce allergens and see how she responds. When she reacts to something we'll know that's what killing her.,okay gradually introduce allergens see responds reacts something know killing
House, How do you get an allergic reaction in a clean room?,get allergic reaction clean room
House, Checked that.,checked
House, Checked that. Checked Everything.,checked checked everything
House, Checked the blood lEvels. And it's not eosinophilia or idiopathic anaphylasix.,checked blood levels eosinophilia idiopathic anaphylasix
House, It's not my will. [takes a couple of Vicodin],
House," What do you want me to do? Accept it, pack it in?",want accept pack
House," No, they don't. We just don't know the reason.",know reason
House," I don't need verification from you to know that I'm doing my job well. That's your pRoblem, not mine.",need verification know job well problem mine
House," Yeah, well, you don't need to always do that. [pause]",yeah well need always
House, Good.,good
House," Well, talk her out of it.",well talk
House, Room's paid up for the rest of the week. You might as well stick around.,room paid rest week might well stick around
House," Does anybody beliEve anything you say? You're not accepting. You're running away. Just like you always do. You ran away from the monastery, you get laid, you ran away from the real world when getting laid didn't work out so good. Now things aren't working out again, so off you go.",anybody believe anything say accepting running away like always ran away monastery get laid ran away real world getting laid work good things working go
House, What I have difficulty with is the whole concept of belief. Faith isn't based on logic and experience.,difficulty whole concept belief faith based logic experience
House, Where is the miracle in delivering a crack-addicted baby? Hmmm? And watParkng her mother abandon her because she needs another score. The miracle of love. You're twice as likely to be killed by the person you love than by a stranger.,miracle delivering crack addicted baby hmmm watparkng mother abandon needs another score miracle love twice likely killed person love stranger
House," You can have all the faith you want in spirits and the afterlife, and heaven and hell, but when it comes to this world, don't be an idiot. 'Cause you can tell me you put your faith in God to put you through the day, but when it comes time to cross the road, I know you look both ways.",faith want spirits afterlife heaven hell comes world idiot cause tell put faith god put day comes time cross road know look ways
House, Then you might as well live. You've got a better shot betting on me than on Him.,might well live got better shot betting
House, She has God inside her. It would have been easier to deal with a tumor.,god inside would easier deal tumor
House, We looked Everywhere for an allergen that could be causing this reaction except one place: inside her.,looked everywhere allergen could causing reaction except one place inside
House, She had one.,one
House, She didn't have it at a hospital. Order a full body scan.,hospital order full body scan
House, Tell her I'm looking for a miracle.,tell looking miracle
House," The copper cross, a form of birth control pulled off the market in the 80s.",copper cross form birth control pulled market
House," Rare, but it happens.",rare happens
House," She had an abortion. IUD must have been left in, embedded in the endometrial tissue where it couldn't be detected.",abortion iud must left embedded endometrial tissue detected
House, Confined in a sweat box with a bloody nose and all the tissues are soggy.,confined sweat box bloody nose tissues soggy
House," Nope, sEventh is ""ì",nope seventh
House, I think we both know the flaw in that theory.,think know flaw theory
House," Kidneys functioning, heart rate is normal. You know how it is with nuns: you take out their IUDs and they bounce right back.",kidneys functioning heart rate normal know nuns take iuds bounce right back
House, Told you I didn't screw up.,told screw
House, I gave her 0.1 cc of epinephrine.,gave cc epinephrine
House, You're Jewish.,jewish
House, No thanks.,thanks
House, Your wife doesn't mind being alone at Christmas?,wife mind alone christmas
House, [quickly] Neither do I. [Cuddy enters.],neither
House, Thank you.,thank
House," Depends what you mean by ""good.""ù I like these chairs. [ back to paper ]",depends mean good ù like chairs
House," [rattling paper] Of COURSE it's the alcohol. [Both turn to look at him] Hello! [House gets up and walks over to them] This guy's a professional doctor. Plays golf and Everything, I bet. He's not gonna tell you your mom's an alcoholic without proof. I'm sure he scoped for varices , checked her esophagus, ran all kinds of blood tests. Doctors like this, they don't make assumptions, they do the work!",course alcohol hello guy professional doctor plays golf everything bet gonna tell mom alcoholic without proof sure scoped varices checked esophagus ran kinds blood tests doctors like make assumptions work
House, What case? It's over. You're sending her home. [ to Luke ] How old is she?,case sending home old
House, Own my own stethoscope. Did I ask you how old she was? I forget.,stethoscope ask old forget
House, Thirty eight year old Woman with no previous symptoms or history presents with deep vein thrombosis -- how did she get it?,thirty eight year old woman previous symptoms history presents deep vein thrombosis get
House," Fine. You're all sleeping. You need a clue. [ circles ""38yo""ù on whiteboard ] She's 38 years old! She's 20 years too young to get a deep vein thrombosis!",fine sleeping need clue years old years young get deep vein thrombosis
House," There was no trauma, none of the risk factors.",trauma none risk factors
House," I! have some notes. They're not mine, but they're reliable, I think, for purposes of this discussion. As for the immobility, well, she's real active right now, of course ""ì paranoia keeps her limber.",notes mine reliable think purposes discussion immobility well real active right course paranoia keeps limber
House," Oh yeah ""ì she's sParkzophrenic. And her kid wrote this [ hefting notebook ], so it might be a little biased. Having to take care of his nutso mom and all. You think there's a connection? Do we include sParkzophrenia in the differential for DVT?",oh yeah sparkzophrenic kid wrote might little biased take care nutso mom think connection include sparkzophrenia differential dvt
House, The answer is no. Abnormal dopaminergic pathways in the brain do not cause blood clots. SParkzophrenia is not the cause of DVT.,answer abnormal dopaminergic pathways brain cause blood clots sparkzophrenia cause dvt
House," On the other hand, we don't really know anything about sParkzophrenia, so maybe it is connected.",hand really know anything sparkzophrenia maybe connected
House," Thanks. I'm more of a Leroy NeiMan Man. And it is only about the DVT. She's 38 years old, she should be!",thanks leroy neiman man dvt years old
House, We don't Even know how to treat it! Come on! Fumigation of the vagina?,even know treat come fumigation vagina
House," Two thousand years ago, that's how Galen treated sParkzophrenics ""ì the Marcus Welby of ancient Greece.",two thousand years ago galen treated sparkzophrenics marcus welby ancient greece
House, I'm interested. I'm interested in how voices in the head could be caused by malposition of the uterus.,interested interested voices head could caused malposition uterus
House," And now what have we got? We've got lobotomies, rubber rooms, electric shock ""ì my ""ì Galen was so primitive.",got got lobotomies rubber rooms electric shock galen primitive
House, Going to see the Patient. That all-important huMan connection. Thought I'd give it a whirl.,going see patient important human connection thought give whirl
House," If it wasn't for Socrates, that raving untreated sParkzophrenic, we wouldn't have the Socratic method ""ì the best way of teaParkng Everything, apart from juggling chainsaws. Without Isaac Newton, we'd be floating on the ceiling.",socrates raving untreated sparkzophrenic socratic method best way teaparkng everything apart juggling chainsaws without isaac newton floating ceiling
House," And that guitar player in that English band ""ì he was great. [ stopping at Lucy's room ] You think I'm interested because of the sParkzophrenia.",guitar player english band great think interested sparkzophrenia
House, Galen was pretty sure about the fumigation thing. [ sliding door open and closed ] Pink Floyd.,galen pretty sure fumigation thing pink floyd
House," Gregory House ""ì nice to meet you. [ to Luke ] Be all right if we spoke alone for awhile?",gregory house nice meet right spoke alone awhile
House," [ hefting notes ] Got your case notes! doctor. There's a cafeteria downstairs. [ holding out bill ] Get yourself whatEver you want as long as there's enough left over for a reuben sandwich, dry, no fries, hold the pickles. Should run you about $5.80 with tax. [ Luke takes money; House pulls pager off his belt and hands it to the kid ] I'll page you when we're done. [ Luke leaves; House goes over and sits at Lucy's bedside ]",got case notes doctor cafeteria downstairs get whatever want long enough left reuben sandwich dry fries hold pickles run tax page done
House, Nice kid. How much do you really drink?,nice kid much really drink
House, And the meds!,meds
House, Very nice.,nice
House," Not ""Mets""ù ""ì meds ""ì medicine. You take what he tells you to take.",mets ù meds medicine take tells take
House, I do.,
House, You told Luke it nEver hurt before.,told luke never hurt
House, Didn't?,
House," Yeah. The Mets suck. Also, for the last two months, she hasn't shaved her legs. Because of the tremors! she cuts herself.",yeah mets suck also last two months shaved legs tremors cuts
House," Exactly. Something changed in the last two months. I'm thinking the amount of blood when she cut herself. So let's start with some bloodwork. Collect and send for clotting studies, PT, PTT, factor 5, protein C&S, the whole shebang.",exactly something changed last two months thinking amount blood cut let start bloodwork collect send clotting studies pt ptt factor protein c whole shebang
House," Everyone, this is Luke.",everyone luke
House," Yeah, yeah, yeah, save it, we're busy. Luke, give us another half hour with your mom. We need to do some tests. [ Luke walks away ] Nice kid. Take her off the psych meds, that way we'll know what's what on the physical side, and who knows, we might get more out of her. [ guys walk away, House is opening up the wrapper, munParkng into the sandwich; Cameron is hanging back with him ] Don't worry ""ì no pickles.",yeah yeah yeah save busy luke give us another half hour mom need tests nice kid take psych meds way know physical side knows might get worry pickles
House, [ chewing ] OK! whose?,ok whose
House, Oh.,oh
House," [ entering exam room ] Well, good news, the lab says it's not strep, so we're done.",well good news lab says strep done
House," No, really, not strep. Boys in the lab, sure, they're hard drinkers, but they're pros, you know. Plus, your kid actually has none of the symptoms of strep, I just figured it was quicker running the test than arguing with you. My point is ""ì go!",really strep boys lab sure hard drinkers pros know plus kid actually none symptoms strep figured quicker running test arguing point go
House, This is why you're here.,
House, You want a doctor to scare her about the dangers of sugar.,want doctor scare dangers sugar
House," [ closes door ] Well, you know! [ comes over to girl ] I feel sorry for those other kids, Wendy, who don't have a mom like yours ""ì a mom who knows that sugar causes heart disease, appendicitis, and athlete's foot.",well know feel sorry kids wendy mom like mom knows sugar causes heart disease appendicitis athlete foot
House," Oh, yes it is. No, I get it. You want her to slim down a little, so she can wear pretty clothes like yours. Love the bracelets. Hey! What about matParkng outfits? You could be twins! She can't be your daughter, it's impossible, you look way too young! [ leaving ] Happy birthday. Get the kid a damned ice cream cake.",oh yes get want slim little wear pretty clothes like love bracelets hey matparkng outfits could twins daughter impossible look way young happy birthday get kid damned ice cream cake
House," Actually, I didn't. I've taken her off all medications.",actually taken medications
House, We needed blood for some tests. I assume that was the only way to get it.,needed blood tests assume way get
House," Look ""ì I have a cane, and I know how to use it.",look cane know use
House," OK, can I go now? Boss? [ walks away ]",ok go boss
House," So, when I said, ""no psych meds,""ù I'm just curious ""ì which word didn't you understand?",said psych meds ù curious word understand
House," Oh, great, well, that's good to hear. So she won't experience any of those pesky little side effects you get when your motives AREN'T pure.",oh great well good hear experience pesky little side effects get motives pure
House," Passing out, increased confusion, depression, that's not gonna happen. That's not gonna screw up our diagnosis, 'cause you just used it to restrain her. I'm so reliEved!",passing increased confusion depression gonna happen gonna screw diagnosis cause used restrain relieved
House, It must have been so frightening for you.,must frightening
House," Yeah! Anything but give her drugs ""ì that's basically my point!",yeah anything give drugs basically point
House," It turns out your best judgment is not good enough. Here's an idea ""ì next time, use mine.",turns best judgment good enough idea next time use mine
House, Why did the Patient bleed out?,patient bleed
House," Well, cover your ears if you don't want me to spoil the ending. Everything was normal, except for prolonged PT time, which means what?",well cover ears want spoil ending everything normal except prolonged pt time means
House," Oh, that's right ""ì 'cause! you drew the blood. But you were precise, because you knew the tube was purely for the PT study.",oh right cause drew blood precise knew tube purely pt study
House," And I'm right with you. I trust this result. For two reasons, a) because you are a good doctor, and b) because five milligrams of IV Haldol makes for a spectacularly cooperative Patient. The prolonged PT time makes me think she's got a vitamin K deficiency.",right trust result two reasons good doctor b five milligrams iv haldol makes spectacularly cooperative patient prolonged pt time makes think got vitamin k deficiency
House," Without vitamin K, protein C doesn't work. Without protein C, she clots. Clotting and thinning, all at the same time.",without vitamin k protein c work without protein c clots clotting thinning time
House," ClEver, but she's not on ampicillin.",clever ampicillin
House, Which she refused to take.,refused take
House," Gee, I wish my idea was as cool and with it as yours. What is yours, by the way? Do you have one?",gee wish idea cool way one
House," Three theories. Check out her place for ampicillin and diet, then ultrasound her liver. Let's find out who's right before she bleeds to death.",three theories check place ampicillin diet ultrasound liver let find right bleeds death
House," Ah. PRoblem is, you can't actually live on this stuff.",ah problem actually live stuff
House," Yeah, vitamin A and C, but no K. That's why your mom got sick.",yeah vitamin c k mom got sick
House, Load her up with vitamin K.,load vitamin k
House," If it all checks out, you can take her home in a couple of days. Oh God, you're upset about something. You're gonna open to me now, aren't you?",checks take home couple days oh god upset something gonna open
House," Here we go!. OK, I'm gonna say this once. You have done a very good job taking care of your mother. If this was all she'd eat, then what else could you do? Gosh, just being a kid is a full-time job!",go ok gonna say done good job taking care mother eat else could gosh kid full time job
House," Good example, just the time it takes to express those ridiculous self-centered teenage ideas! I don't envy your schedule. [ chomps ] No pickles.",good example time takes express ridiculous self centered teenage ideas envy schedule pickles
House, Smart Woman.,smart woman
House, You should get that looked at.,get looked
House," [ putting up x-ray on lightbox ] It's not broken. [ pointing ] See this right here? It's the epiphyseal plate, otherwise known as the growth plate.",broken see right epiphyseal plate otherwise known growth plate
House," Amazing thing, this bone. If you know how to read it, it can tell you how old someone really is, exactly how old.",amazing thing bone know read tell old someone really exactly old
House," Not Even fifteen. Almost, though. Two weeks away, maybe a month.",even fifteen almost though two weeks away maybe month
House," [ walking over to his desk and sitting down ] Happy birthday to both of us. If you're gonna lie though, go big, go 21. That way you won't need your crazy mom to help you buy vodka.",happy birthday us gonna lie though go big go way need crazy mom help buy vodka
House," I suppose your biggest worry isn't the booze. You're 15, basically no mom. Parkld Welfare let kids get away with that, well, they wouldn't need those nice foster homes, and that would make them sad.",suppose biggest worry booze basically mom parkld welfare let kids get away well need nice foster homes would make sad
House," Not the word I'd use. Most 15 year old kids are doing what they're supposed to be doing, you know, they're huffing glue, catParkng crabs!",word use year old kids supposed know huffing glue catparkng crabs
House," Oh, relax. It's not Even your x-ray.",oh relax even x ray
House, [Sarcastically] That's gonna happen.,gonna happen
House," She's a sParkzophrenic mother, with no money, on the public dole, in fact, who knocks back vodka Every time a breeze blows her way.",sparkzophrenic mother money public dole fact knocks back vodka every time breeze blows way
House," Yeah, well, Lucy can't switch-hit. Plan B. Surgery to resect the tumor.",yeah well lucy switch hit plan b surgery resect tumor
House, Would he do it at 4.6?,would
House, This one does.,one
House," Good morning, Dr. Cuddy! Love that outfit. Says, I'm professional, but I'm still a Woman. Actually, it sorta yells the second part.",good morning dr cuddy love outfit says professional still woman actually sorta yells second part
House, Gotta go. [ walks away ] Those running noses aren't just gonna start walking on their own.,gotta go running noses gonna start walking
House, [ stops ] How long? Maybe we could catch a movie.,long maybe could catch movie
House, I don't beliEve it. Who came running to Mommy?,believe came running mommy
House, [ realizes she's bluffing ] You have no idea what I'm talking about.,idea talking
House," It's Cameron. She! found out about my birthday. I thought she told you, and",cameron found birthday thought told
House, Oops. [ walks away; Cuddy walks over and picks up phone ],oops
